향수ID,향수명,브랜드명,성별,이미지URL,향_설명
682,Envy Me,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.682.webp,"바람이 잘 통하는 공간처럼 가볍게 시작해 피부 위에서는 차분한 청결감으로 남는 향수입니다. 원문이 떠올리게 하는 분위기는 젖은 공기와 깨끗한 피부 사이의 투명한 여백에 가깝습니다. 실제 착향에서는 맑은 과즙감, 깨끗한 공기감 방향으로 차분하게 풀립니다.

피오니와 핑크 페퍼가 먼저 향의 표정을 열고, 로즈, 샌달우드 쪽으로 질감이 이어집니다. 마지막에는 통카빈이 잔향을 부드럽게 붙잡습니다.

매일 쓰기 쉬운 청결감이 있지만, 허브와 나무결 덕분에 평면적으로 느껴지지 않습니다. 출근길부터 가벼운 저녁 자리까지 폭이 넓습니다.

레이어링을 할 때는 그린 티, 네롤리, 자몽이 잘 맞습니다. 허브의 쓴맛이 밝아지고 전체 인상이 더 투명하게 열립니다."
5226,Flora by Gucci Eau de Toilette,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.5226.webp,"화려한 꽃다발보다 피부 위에서 천천히 피어나는 꽃의 질감에 집중한 향수입니다. 느리게 흔들리는 꽃의 관능적인 그림자를 바탕에 두고, 피부 위에서는 피오니와 시트러스의 인상이 자연스럽게 번집니다.

피오니의 맑고 촉촉한 꽃잎의 볼륨, 시트러스 껍질의 밝은 공기감, 로즈의 붉은 결감과 부드러운 산미가 부드럽게 어우러져 향의 표정을 만듭니다. 핑크 페퍼는 그 표정을 한층 섬세하게 다듬습니다.

밝은 낮에는 산뜻하게, 저녁에는 부드러운 살결감으로 남습니다. 꽃을 좋아하지만 과한 달콤함은 부담스러울 때 잘 맞습니다.

레이어링을 할 때는 샌달우드가 꽃의 질감을 더 크리미하게 만들어 줍니다. 시트러스 코롱을 곁들이면 전체 인상이 한층 맑아집니다."
83621,Flora Gorgeous Magnolia,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.83621.webp,"꽃을 장식처럼 얹기보다, 꽃잎의 결감과 온도를 가까이 가져오는 향수입니다. 원문이 떠올리게 하는 분위기는 젖은 공기와 깨끗한 피부 사이의 투명한 여백에 가깝습니다. 실제 착향에서는 꽃잎의 볼륨, 코코넛의 밀키함 방향으로 차분하게 풀립니다.

Dewberry의 섬세한 질감과 은한 표정, 코코넛의 밀키한 햇빛과 부드러운 단맛, 일랑일랑의 따뜻한 윤기와 부드러운 단맛이 부드럽게 어우러져 향의 표정을 만듭니다. 패출리는 그 표정을 한층 섬세하게 다듬습니다.

셔츠, 실크 블라우스, 단정한 니트처럼 질감이 있는 옷차림과 잘 어울립니다. 향이 직선적으로 튀기보다 둥근 곡선을 남깁니다.

레이어링을 할 때는 바이올렛이나 아이리스가 잘 맞습니다. 꽃의 화사함이 보송하게 정리되고, 머스크를 더하면 잔향이 피부에 더 부드럽게 붙습니다."
52481,Guilty Eau de Parfum,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.52481.webp,"꽃을 장식처럼 얹기보다, 꽃잎의 결감과 온도를 가까이 가져오는 향수입니다. 꽃잎의 볼륨, 보랏빛 파우더, 밝은 시트러스의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

핑크 페퍼의 장밋빛 스파크와 밝은 열감, 만다린의 부드러운 과즙감과 둥근 빛, 바이올렛의 보랏빛 파우더와 잎의 서늘함이 부드럽게 어우러져 향의 표정을 만듭니다. 패출리는 그 표정을 한층 섬세하게 다듬습니다.

꽃향이 필요 이상으로 꾸며지지 않아 일상적인 옷차림에도 잘 스며듭니다. 가까운 거리에서 꽃잎의 질감이 더 섬세하게 느껴집니다.

레이어링을 할 때는 바이올렛이나 아이리스가 잘 맞습니다. 꽃의 화사함이 보송하게 정리되고, 머스크를 더하면 잔향이 피부에 더 부드럽게 붙습니다."
1150,by Gucci Eau de Parfum,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.1150.webp,"낮은 조명 아래 데워진 수지와 향신료가 천천히 번지는 향수입니다. 젖은 공기와 깨끗한 피부 사이의 투명한 여백을 바탕에 두고, 피부 위에서는 Guava와 배의 인상이 자연스럽게 번집니다.

Guava와 배가 먼저 향의 표정을 열고, 패출리, 허니 쪽으로 질감이 이어집니다. 마지막에는 머스크가 잔향을 부드럽게 붙잡습니다.

차가운 공기와 특히 잘 맞으며, 니트나 울 코트 위에서 따뜻한 깊이가 살아납니다. 달콤함보다 온도와 잔향을 즐기는 향수입니다.

레이어링을 할 때는 베르가못이나 네롤리를 더해 입구를 밝히면 좋습니다. 바닐라를 소량 곁들이면 수지감이 더 둥글고 따뜻하게 이어집니다."
691,pour Homme (2003),Gucci,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.691.webp,"나무를 숲처럼 크게 그리기보다 피부 가까이의 결감과 잔향으로 보여주는 향수입니다. Papyrus와 진저의 인상이 중심에 있고, 주변으로 낮은 앰버빛, 마른 연기가 은근하게 번집니다.

Papyrus에서는 섬세한 질감과 은한 표정이 느껴집니다. 진저에서는 밝고 매운 생동감이 더해집니다. 카네이션은 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 머스크가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

일상적인 옷차림에도 쉽게 스며들지만, 단정한 재킷이나 셔츠에서 더 선명하게 느껴집니다. 향이 차분해서 가까운 공간에서도 과하지 않습니다.

레이어링을 할 때는 베르가못이나 자몽을 더하면 나무결이 더 맑게 열립니다. 앰버나 벤조인을 소량 곁들이면 잔향이 따뜻하게 둥글어집니다."
687,Rush 2,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.687.webp,"막 씻은 셔츠처럼 깨끗하게 열리지만, 단순한 산뜻함에 머물지 않는 향수입니다. 원문이 떠올리게 하는 분위기는 느리게 흔들리는 꽃의 관능적인 그림자에 가깝습니다. 실제 착향에서는 초록빛 생기, 크리미한 흰 꽃 방향으로 차분하게 풀립니다.

프리지아에서는 가벼운 꽃바람 같은 투명함이 느껴집니다. 뮤게에서는 은방울꽃의 깨끗한 초록빛과 투명함이 더해집니다. 릴리는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 머스크가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

더운 날에는 시원하게, 선선한 날에는 단정한 허브감으로 느껴집니다. 깨끗한 인상을 빠르게 만들고 싶을 때 잘 맞습니다.

레이어링을 할 때는 그린 티, 네롤리, 자몽이 잘 맞습니다. 허브의 쓴맛이 밝아지고 전체 인상이 더 투명하게 열립니다."
97,Envy,Gucci,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.97.webp,"꽃을 장식처럼 얹기보다, 꽃잎의 결감과 온도를 가까이 가져오는 향수입니다. 베르가못과 프리지아의 인상이 중심에 있고, 주변으로 크리미한 흰 꽃, 초록빛 생기가 은근하게 번집니다.

베르가못과 프리지아가 먼저 향의 표정을 열고, 재스민, 머스크 쪽으로 질감이 이어집니다. 마지막에는 샌달우드가 잔향을 부드럽게 붙잡습니다.

꽃향이 필요 이상으로 꾸며지지 않아 일상적인 옷차림에도 잘 스며듭니다. 가까운 거리에서 꽃잎의 질감이 더 섬세하게 느껴집니다.

레이어링을 할 때는 샌달우드가 꽃의 질감을 더 크리미하게 만들어 줍니다. 시트러스 코롱을 곁들이면 전체 인상이 한층 맑아집니다."
51694,Her,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.51694.webp,"단맛을 크게 부풀리기보다, 데운 설탕과 크림 같은 온도를 피부 위에 부드럽게 펼치는 향수입니다. Strawberry, 라즈베리, 블랙베리에서 출발해 맑은 과즙감, 둥근 단맛, 마른 나무결 사이를 자연스럽게 오갑니다.

Strawberry의 섬세한 질감과 은한 표정, 라즈베리의 붉은 산미와 새콤한 단맛, 재스민의 윤기와 은근한 관능이 부드럽게 어우러져 향의 표정을 만듭니다. 오크모스는 그 표정을 한층 섬세하게 다듬습니다.

차가운 계절에는 포근하게, 실내에서는 은근한 잔향으로 느껴집니다. 단맛을 선명하게 즐기고 싶지만 향이 답답해지는 것은 피하고 싶을 때 잘 맞습니다.

레이어링을 할 때는 네롤리나 만다린처럼 밝은 시트러스가 잘 맞습니다. 앰버를 더하면 잔향이 더 따뜻하고 둥글게 이어집니다."
83483,Goddess,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.83483.webp,"디저트의 이미지를 빌리지만 먹는 냄새로 흐르지 않고, 살결에 남는 달콤한 온기로 정리되는 향수입니다. 바닐라, 라벤더, 카카오에서 출발해 바닐라의 온기, 라벤더의 보랏빛, 산뜻한 스파이스 사이를 자연스럽게 오갑니다.

바닐라에서는 둥근 온기와 크리미한 단맛이 느껴집니다. 라벤더에서는 보랏빛 청결감과 허브의 안정감이 더해집니다. 진저는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 Vanilla Caviar가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

달콤하지만 지나치게 어린 인상으로 흐르지 않아 니트, 코트, 부드러운 셔츠와 잘 어울립니다. 가까운 거리에서 따뜻한 인상이 살아나는 타입입니다.

레이어링을 할 때는 베르가못 코롱을 먼저 더하면 단맛이 한층 밝아집니다. 시더우드나 베티버를 아주 적게 곁들이면 포근함 안에 건조한 깊이가 생깁니다."
804,London for Men,Burberry,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.804.webp,"밝게 웃기보다 시선을 오래 붙잡는 타입으로, 건조한 그림자와 따뜻한 피부감이 함께 움직이는 향수입니다. 시나몬, 라벤더, 베르가못에서 출발해 토바코의 그늘, 시나몬의 열기, 둥근 단맛 사이를 자연스럽게 오갑니다.

시나몬의 달콤한 열기와 포근한 그림자, 라벤더의 보랏빛 청결감과 허브의 안정감, 미모사의 노란 솜털 같은 파우더리한 꽃빛이 부드럽게 어우러져 향의 표정을 만듭니다. Opoponax는 그 표정을 한층 섬세하게 다듬습니다.

밝은 낮보다 저녁, 얇은 셔츠보다 재킷이나 코트에서 더 자연스럽습니다. 가까이 다가왔을 때 표정이 깊어지는 타입입니다.

레이어링을 할 때는 시더우드와 베티버가 가장 안정적입니다. 조금 더 부드러운 인상을 원하면 화이트 머스크가 거친 모서리를 정리해 줍니다."
75968,Her Elixir de Parfum,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.75968.webp,"단맛을 크게 부풀리기보다, 데운 설탕과 크림 같은 온도를 피부 위에 부드럽게 펼치는 향수입니다. 원문이 떠올리게 하는 분위기는 느리게 흔들리는 꽃의 관능적인 그림자에 가깝습니다. 실제 착향에서는 맑은 과즙감, 둥근 단맛 방향으로 차분하게 풀립니다.

Strawberry와 블랙베리가 먼저 향의 표정을 열고, 바닐라, 앰버 쪽으로 질감이 이어집니다. 마지막에는 샌달우드가 잔향을 부드럽게 붙잡습니다.

차가운 계절에는 포근하게, 실내에서는 은근한 잔향으로 느껴집니다. 단맛을 선명하게 즐기고 싶지만 향이 답답해지는 것은 피하고 싶을 때 잘 맞습니다.

레이어링을 할 때는 네롤리나 만다린처럼 밝은 시트러스가 잘 맞습니다. 앰버를 더하면 잔향이 더 따뜻하고 둥글게 이어집니다."
819,Brit,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.819.webp,"단맛을 크게 부풀리기보다, 데운 설탕과 크림 같은 온도를 피부 위에 부드럽게 펼치는 향수입니다. 둥근 단맛, 바닐라의 온기, 맑은 과즙감의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

아몬드와 라임이 먼저 향의 표정을 열고, 피오니, 앰버 쪽으로 질감이 이어집니다. 마지막에는 Mahogany가 잔향을 부드럽게 붙잡습니다.

편안한 무드의 데이트나 저녁 약속에서 특히 매력적입니다. 피부 온도와 만나면 재료의 단맛이 둥글게 정리됩니다.

레이어링을 할 때는 네롤리나 만다린처럼 밝은 시트러스가 잘 맞습니다. 앰버를 더하면 잔향이 더 따뜻하고 둥글게 이어집니다."
813,London,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.813.webp,"꽃의 색을 선명하게 보여주면서도 과한 장식감 없이 부드러운 곡선을 남기는 향수입니다. 인동덩굴, Tangerine, 로즈에서 출발해 크리미한 흰 꽃, 밝은 시트러스, 맑은 과즙감 사이를 자연스럽게 오갑니다.

인동덩굴의 꿀을 머금은 덩굴꽃의 달콤한 공기, Tangerine의 섬세한 질감과 은한 표정, 피오니의 맑고 촉촉한 꽃잎의 볼륨이 부드럽게 어우러져 향의 표정을 만듭니다. 샌달우드는 그 표정을 한층 섬세하게 다듬습니다.

셔츠, 실크 블라우스, 단정한 니트처럼 질감이 있는 옷차림과 잘 어울립니다. 향이 직선적으로 튀기보다 둥근 곡선을 남깁니다.

레이어링을 할 때는 샌달우드가 꽃의 질감을 더 크리미하게 만들어 줍니다. 시트러스 코롱을 곁들이면 전체 인상이 한층 맑아집니다."
1000,Weekend for Women,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.1000.webp,"꽃의 색을 선명하게 보여주면서도 과한 장식감 없이 부드러운 곡선을 남기는 향수입니다. 꽃잎의 볼륨, 보송한 파우더, 맑은 과즙감의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

Mignonette와 만다린이 먼저 향의 표정을 열고, Rose Hip, 샌달우드 쪽으로 질감이 이어집니다. 마지막에는 시더가 잔향을 부드럽게 붙잡습니다.

밝은 낮에는 산뜻하게, 저녁에는 부드러운 살결감으로 남습니다. 꽃을 좋아하지만 과한 달콤함은 부담스러울 때 잘 맞습니다.

레이어링을 할 때는 샌달우드가 꽃의 질감을 더 크리미하게 만들어 줍니다. 시트러스 코롱을 곁들이면 전체 인상이 한층 맑아집니다."
13014,Body,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.13014.webp,"화장대 위의 고운 가루, 잘 다린 셔츠, 낮은 조명이 함께 떠오르는 향수입니다. 원문이 떠올리게 하는 분위기는 느리게 흔들리는 꽃의 관능적인 그림자에 가깝습니다. 실제 착향에서는 보송한 파우더, 마른 나무결 방향으로 차분하게 풀립니다.

Wormwood의 섬세한 질감과 은한 표정, 피치의 복숭아의 부드러운 과육감과 은한 수분감, 아이리스의 보송한 파우더와 차분한 우아함이 부드럽게 어우러져 향의 표정을 만듭니다. 바닐라는 그 표정을 한층 섬세하게 다듬습니다.

보송한 잔향이 옷감과 잘 맞아 셔츠, 캐시미어, 가벼운 코트에 자연스럽습니다. 깨끗한 향을 원하지만 비누 향만으로는 아쉬울 때 잘 어울립니다.

레이어링을 할 때는 그린 티처럼 가벼운 차 향이 좋습니다. 아이리스의 차분함이 더 투명하게 열리고 전체 인상이 한층 단정해집니다."
818,Women,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.818.webp,"보송한 질감 안에 꽃과 머스크의 숨결이 들어 있어 조용하지만 존재감이 또렷한 향수입니다. 피치, Apricot, 배에서 출발해 맑은 과즙감, 보송한 파우더, 마른 나무결 사이를 자연스럽게 오갑니다.

피치에서는 복숭아의 부드러운 과육감과 은한 수분감이 느껴집니다. Apricot에서는 섬세한 질감과 은한 표정이 더해집니다. 샌달우드는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 시더가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

목소리를 낮춘 우아함이 있어 계절을 크게 타지 않습니다. 피부 위에서는 부드러운 파우더와 머스크가 오래 남습니다.

레이어링을 할 때는 로즈나 피오니가 부드럽게 어울립니다. 샌달우드를 소량 더하면 보송한 질감 아래에 따뜻한 나무결이 생깁니다."
815,Touch for Men,Burberry,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.815.webp,"막 씻은 셔츠처럼 깨끗하게 열리지만, 단순한 산뜻함에 머물지 않는 향수입니다. 바이올렛 리프, 아르테미시아, 만다린에서 출발해 산뜻한 스파이스, 오존처럼 열린 공기, 살결 같은 머스크 사이를 자연스럽게 오갑니다.

바이올렛 리프와 아르테미시아가 먼저 향의 표정을 열고, 시더, 통카빈 쪽으로 질감이 이어집니다. 마지막에는 베티버가 잔향을 부드럽게 붙잡습니다.

매일 쓰기 쉬운 청결감이 있지만, 허브와 나무결 덕분에 평면적으로 느껴지지 않습니다. 출근길부터 가벼운 저녁 자리까지 폭이 넓습니다.

레이어링을 할 때는 라벤더나 세이지 계열을 더하면 허브의 결이 안정됩니다. 앰버를 아주 적게 더하면 저녁에도 어색하지 않은 온기가 생깁니다."
32566,My Burberry Black,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.32566.webp,"포근한 열감과 은한 수지감이 만나 저녁의 공기를 닮은 깊이를 만드는 향수입니다. 원문이 떠올리게 하는 분위기는 느리게 흔들리는 꽃의 관능적인 그림자에 가깝습니다. 실제 착향에서는 낮은 앰버빛, 패출리의 어둠 방향으로 차분하게 풀립니다.

재스민과 피치가 먼저 향의 표정을 열고, 로즈, 앰버 쪽으로 질감이 이어집니다. 마지막에는 패출리가 잔향을 부드럽게 붙잡습니다.

포근하지만 단정한 분위기를 만들기 좋아 계절감 있는 옷차림과 잘 어울립니다. 잔향은 낮게 깔리며 오래 이어집니다.

레이어링을 할 때는 화이트 머스크가 잔향을 깨끗하게 다듬습니다. 패출리나 베티버를 더하면 달콤함이 줄고 깊이가 또렷해집니다."
25836,My Burberry,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.25836.webp,"화려한 꽃다발보다 피부 위에서 천천히 피어나는 꽃의 질감에 집중한 향수입니다. 원문이 떠올리게 하는 분위기는 젖은 공기와 깨끗한 피부 사이의 투명한 여백에 가깝습니다. 실제 착향에서는 꽃잎의 볼륨, 둥근 단맛 방향으로 차분하게 풀립니다.

Sweet Pea의 섬세한 질감과 은한 표정, 베르가못의 밝은 산미와 투명한 빛, 그린 노트의 잎을 자른 듯한 신선한 초록빛이 부드럽게 어우러져 향의 표정을 만듭니다. 레더는 그 표정을 한층 섬세하게 다듬습니다.

밝은 낮에는 산뜻하게, 저녁에는 부드러운 살결감으로 남습니다. 꽃을 좋아하지만 과한 달콤함은 부담스러울 때 잘 맞습니다.

레이어링을 할 때는 화이트 머스크가 꽃의 윤곽을 깨끗하게 정리합니다. 베르가못이나 그린 티를 더하면 꽃잎 사이에 밝은 공기가 생깁니다."
75182,Hero Eau de Parfum,Burberry,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.75182.webp,"포근한 열감과 은한 수지감이 만나 저녁의 공기를 닮은 깊이를 만드는 향수입니다. Pine needles와 올리바넘의 인상이 중심에 있고, 주변으로 마른 나무결, 따뜻한 향신료가 은근하게 번집니다.

Pine needles의 섬세한 질감과 은한 표정, 올리바넘의 성당의 공기 같은 맑은 연기감, 인센스의 마른 연기와 명상적인 고요함이 부드럽게 어우러져 향의 표정을 만듭니다. Himalayan Cedar는 그 표정을 한층 섬세하게 다듬습니다.

포근하지만 단정한 분위기를 만들기 좋아 계절감 있는 옷차림과 잘 어울립니다. 잔향은 낮게 깔리며 오래 이어집니다.

레이어링을 할 때는 베르가못이나 네롤리를 더해 입구를 밝히면 좋습니다. 바닐라를 소량 곁들이면 수지감이 더 둥글고 따뜻하게 이어집니다."
1115,Brit for Men,Burberry,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.1115.webp,"바람이 잘 통하는 공간처럼 가볍게 시작해 피부 위에서는 차분한 청결감으로 남는 향수입니다. 원문이 떠올리게 하는 분위기는 차가운 가을 공기와 따뜻한 컵 사이의 대비에 가깝습니다. 실제 착향에서는 산뜻한 스파이스, 장미의 결 방향으로 차분하게 풀립니다.

진저에서는 밝고 매운 생동감이 느껴집니다. 카다멈에서는 초록빛 열감과 세련된 스파이스가 더해집니다. 시더는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 Oriental Woodsy notes가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

매일 쓰기 쉬운 청결감이 있지만, 허브와 나무결 덕분에 평면적으로 느껴지지 않습니다. 출근길부터 가벼운 저녁 자리까지 폭이 넓습니다.

레이어링을 할 때는 화이트 머스크를 얇게 더하면 청결감이 더 오래 이어집니다. 시더우드나 베티버를 곁들이면 산뜻함 뒤에 단정한 깊이가 생깁니다."
2092,The Beat,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.2092.webp,"막 씻은 셔츠처럼 깨끗하게 열리지만, 단순한 산뜻함에 머물지 않는 향수입니다. 원문이 떠올리게 하는 분위기는 차가운 가을 공기와 따뜻한 컵 사이의 대비에 가깝습니다. 실제 착향에서는 밝은 시트러스, 살결 같은 머스크 방향으로 차분하게 풀립니다.

핑크 페퍼에서는 장밋빛 스파크와 밝은 열감이 느껴집니다. 만다린에서는 부드러운 과즙감과 둥근 빛이 더해집니다. 아이리스는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 베티버가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

더운 날에는 시원하게, 선선한 날에는 단정한 허브감으로 느껴집니다. 깨끗한 인상을 빠르게 만들고 싶을 때 잘 맞습니다.

레이어링을 할 때는 그린 티, 네롤리, 자몽이 잘 맞습니다. 허브의 쓴맛이 밝아지고 전체 인상이 더 투명하게 열립니다."
45820,My Burberry Blush,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.45820.webp,"화려한 꽃다발보다 피부 위에서 천천히 피어나는 꽃의 질감에 집중한 향수입니다. 장미의 결, 맑은 과즙감, 산뜻한 스파이스의 대비가 선명하지만, 전체 분위기는 피부 위에서 부드럽게 정리됩니다.

Pomegranate에서는 섬세한 질감과 은한 표정이 느껴집니다. 레몬에서는 상큼한 산미와 깨끗한 윤곽이 더해집니다. Rose Petals는 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 Wisteria가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

셔츠, 실크 블라우스, 단정한 니트처럼 질감이 있는 옷차림과 잘 어울립니다. 향이 직선적으로 튀기보다 둥근 곡선을 남깁니다.

레이어링을 할 때는 샌달우드가 꽃의 질감을 더 크리미하게 만들어 줍니다. 시트러스 코롱을 곁들이면 전체 인상이 한층 맑아집니다."
22839,Brit Rhythm for Women,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.22839.webp,"바람이 잘 통하는 공간처럼 가볍게 시작해 피부 위에서는 차분한 청결감으로 남는 향수입니다. 느리게 흔들리는 꽃의 관능적인 그림자를 바탕에 두고, 피부 위에서는 라벤더와 네롤리의 인상이 자연스럽게 번집니다.

라벤더와 네롤리가 먼저 향의 표정을 열고, 오렌지 블로섬, 시더 쪽으로 질감이 이어집니다. 마지막에는 Coumarin가 잔향을 부드럽게 붙잡습니다.

더운 날에는 시원하게, 선선한 날에는 단정한 허브감으로 느껴집니다. 깨끗한 인상을 빠르게 만들고 싶을 때 잘 맞습니다.

레이어링을 할 때는 화이트 머스크를 얇게 더하면 청결감이 더 오래 이어집니다. 시더우드나 베티버를 곁들이면 산뜻함 뒤에 단정한 깊이가 생깁니다."
71379,Her Eau de Toilette,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.71379.webp,"바람이 잘 통하는 공간처럼 가볍게 시작해 피부 위에서는 차분한 청결감으로 남는 향수입니다. 배와 Strawberry의 인상이 중심에 있고, 주변으로 깨끗한 공기감, 둥근 단맛가 은근하게 번집니다.

배와 Strawberry가 먼저 향의 표정을 열고, 로즈, 머스크 쪽으로 질감이 이어집니다. 마지막에는 시더가 잔향을 부드럽게 붙잡습니다.

매일 쓰기 쉬운 청결감이 있지만, 허브와 나무결 덕분에 평면적으로 느껴지지 않습니다. 출근길부터 가벼운 저녁 자리까지 폭이 넓습니다.

레이어링을 할 때는 화이트 머스크를 얇게 더하면 청결감이 더 오래 이어집니다. 시더우드나 베티버를 곁들이면 산뜻함 뒤에 단정한 깊이가 생깁니다."
817,Men,Burberry,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.817.webp,"바람이 잘 통하는 공간처럼 가볍게 시작해 피부 위에서는 차분한 청결감으로 남는 향수입니다. 민트, 라벤더, 베르가못에서 출발해 허브의 숨결, 산뜻한 스파이스, 마른 나무결 사이를 자연스럽게 오갑니다.

민트에서는 차가운 숨결과 깨끗한 생기가 느껴집니다. 라벤더에서는 보랏빛 청결감과 허브의 안정감이 더해집니다. 제라늄은 향의 안쪽을 채우며 전체 인상을 입체적으로 만듭니다. 여기에 바닐라가 스치면서 잔향에 섬세한 굴곡이 생깁니다.

더운 날에는 시원하게, 선선한 날에는 단정한 허브감으로 느껴집니다. 깨끗한 인상을 빠르게 만들고 싶을 때 잘 맞습니다.

레이어링을 할 때는 화이트 머스크를 얇게 더하면 청결감이 더 오래 이어집니다. 시더우드나 베티버를 곁들이면 산뜻함 뒤에 단정한 깊이가 생깁니다."
68627,Hero,Burberry,M,https://fimgs.net/mdimg/perfume-thumbs/375x500.68627.webp,"마른 나무결과 깨끗한 공기, 낮은 그림자가 균형 있게 놓이는 향수입니다. 베르가못, 주니퍼, 블랙 페퍼에서 출발해 마른 나무결, 산뜻한 스파이스, 허브의 숨결 사이를 자연스럽게 오갑니다.

베르가못의 밝은 산미와 투명한 빛, 주니퍼의 진 향이 스친 듯한 투명한 허브감, 아틀라스 시더의 묵직하고 건조한 시더의 그림자가 부드럽게 어우러져 향의 표정을 만듭니다. Virginian Cedar는 그 표정을 한층 섬세하게 다듬습니다.

나무결 중심의 향을 좋아하지만 너무 건조한 느낌은 피하고 싶을 때 잘 맞습니다. 허브와 머스크가 균형을 부드럽게 잡아줍니다.

레이어링을 할 때는 베르가못이나 자몽을 더하면 나무결이 더 맑게 열립니다. 앰버나 벤조인을 소량 곁들이면 잔향이 따뜻하게 둥글어집니다."
56761,Her Intense,Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.56761.webp,"포근한 열감과 은한 수지감이 만나 저녁의 공기를 닮은 깊이를 만드는 향수입니다. Red Fruits와 블랙베리의 인상이 중심에 있고, 주변으로 낮은 앰버빛, 둥근 단맛가 은근하게 번집니다.

Red Fruits의 섬세한 질감과 은한 표정, 블랙베리의 짙은 과즙과 보랏빛 그림자, 재스민의 윤기와 은근한 관능이 부드럽게 어우러져 향의 표정을 만듭니다. 벤조인은 그 표정을 한층 섬세하게 다듬습니다.

차가운 공기와 특히 잘 맞으며, 니트나 울 코트 위에서 따뜻한 깊이가 살아납니다. 달콤함보다 온도와 잔향을 즐기는 향수입니다.

레이어링을 할 때는 샌달우드와 만나면 온기가 더 부드러워집니다. 스파이스를 더하고 싶다면 카다멈처럼 초록빛이 있는 재료가 자연스럽습니다."
31444,Brit Sheer (2015),Burberry,W,https://fimgs.net/mdimg/perfume-thumbs/375x500.31444.webp,"화려한 꽃다발보다 피부 위에서 천천히 피어나는 꽃의 질감에 집중한 향수입니다. 리치와 Yuzu의 인상이 중심에 있고, 주변으로 맑은 과즙감, 깨끗한 공기감이 은근하게 번집니다.

리치와 Yuzu가 먼저 향의 표정을 열고, Pink Peony, 화이트 머스크 쪽으로 질감이 이어집니다. 마지막에는 White Woods가 잔향을 부드럽게 붙잡습니다.

셔츠, 실크 블라우스, 단정한 니트처럼 질감이 있는 옷차림과 잘 어울립니다. 향이 직선적으로 튀기보다 둥근 곡선을 남깁니다.

레이어링을 할 때는 바이올렛이나 아이리스가 잘 맞습니다. 꽃의 화사함이 보송하게 정리되고, 머스크를 더하면 잔향이 피부에 더 부드럽게 붙습니다."
